"filename","title","date","author","categories","tags","tag_count"
"2010-07-31-43-simon-kissel.md","43 ? Simon Kissel","2010-07-31T22:59:49-06:00","Jim McKeeth","","Audio podCast (74)","1"
"2010-08-03-coderage-5-call-for-papers.md","CodeRage 5 Call For Papers","2010-08-03T13:00:17-06:00","Jim McKeeth","News","News (232)","1"
"2010-08-24-delphi-bots-live.md","Delphi Bots Live!","2010-08-24T17:18:49-06:00","Jim McKeeth","","Conferences (15)","1"
"2010-09-19-delphi-tage-2010.md","Delphi Tage 2010","2010-09-19T09:26:19-06:00","Jim McKeeth","","Audio podCast (74), Conferences (15), delphi (91), delphi-praxis (1), delphi-tage (1), germany (1), indy (1), podcast (63), svn (2)","9"
"2010-12-23-developer-solutions-conference-las-vegas-2011.md","Developer Solutions Conference ? Las Vegas 2011","2010-12-23T01:55:00-07:00","Jim McKeeth","News","Audio podCast (74), News (232)","2"
"2011-01-26-44-allen-bauer.md","44 ? Allen Bauer ? Part 1 of 2","2011-01-26T00:05:13-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2011-02-01-45-allen-bauer.md","45 ? Allen Bauer ? Part 2 of 2","2011-02-01T14:41:48-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2011-04-10-47-marco-cary-delphi-developer-days-2011.md","47 ? Marco & Cary ? Delphi Developer Days 2011","2011-04-10T00:58:31-06:00","Jim McKeeth","","Audio podCast (74), Conferences (15)","2"
"2011-04-28-links-are-back.md","Links are back","2011-04-28T16:55:38-06:00","Jim McKeeth","News","News (232)","1"
"2011-08-22-conference-time.md","Conference Time","2011-08-22T10:21:51-06:00","Jim McKeeth","","Conferences (15)","1"
"2011-10-28-pascal-game-development.md","48 ? Pascal Game Development with Jason McMillen","2011-10-28T12:09:00-06:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2012-02-21-49-gad-d-lord-and-mtg-studio.md","49 ? Gad D Lord and MTG Studio","2012-02-21T17:53:41-07:00","Jim McKeeth","","Audio podCast (74)","1"
"2012-04-26-good-news-everyone.md","Good news everyone!","2012-04-26T07:15:57-06:00","Jamie Ingilby","News","News (232)","1"
"2012-05-29-50-tables-turned.md","50 ? Tables Turned","2012-05-29T21:50:48-06:00","Jim McKeeth","","Audio podCast (74)","1"
"2012-09-05-51-nick-hodges.md","51 ? Nick Hodges","2012-09-05T20:40:05-06:00","Jim McKeeth","","Audio podCast (74), delphi (91)","2"
"2012-09-20-rad-studio-mobile-road-map-announced.md","RAD Studio Mobile Road Map Announced","2012-09-20T11:52:32-06:00","Jim McKeeth","News","News (232)","1"
"2013-04-22-52-delphi-xe4-for-ios.md","52 ? Marco Cantu & Delphi XE4 for iOS","2013-04-22T22:02:37-06:00","Jim McKeeth","","Audio podCast (74)","1"
"2013-07-22-53-subject-33-android-game-development.md","53 ? Subject 33 & Android Game Development","2013-07-22T09:07:53-06:00","Jim McKeeth","","Audio podCast (74)","1"
"2013-07-22-also-on-the-tablet-show-2.md","Also on the Tablet Show","2013-07-22T17:45:05-06:00","Jim McKeeth","","Audio podCast (74)","1"
"2013-07-24-why-mobile-apps-web-are-so-slow.md","Why Some Mobile Apps are So Slow","2013-07-24T00:00:07-06:00","Jim McKeeth","","Architecture (4)","1"
"2013-07-25-iphone-windows-os-x.md","Directions to iPhone, Windows & OS X","2013-07-25T09:32:21-06:00","Jim McKeeth","","Graphics (4)","1"
"2013-08-02-programming-languages-not-0-sum.md","Sum(Programming Languages) > 0","2013-08-02T12:32:43-06:00","Jim McKeeth","","Commentary (4)","1"
"2013-08-12-data-visualization-with-ray-konopka.md","Data Visualization with Ray Konopka","2013-08-12T19:38:43-06:00","Jim McKeeth","","webinar (23)","1"
"2013-08-13-sneak-peak-android-sdk-ndk-and-device-support-in-delphi.md","Sneak Peek: Android SDK, NDK and Device Support in Delphi","2013-08-13T16:13:08-06:00","Jim McKeeth","News","News (232)","1"
"2013-08-16-sneak-peek-delphi-firephoto-app-on-android.md","Sneak Peek: Delphi FirePhoto app on Android","2013-08-16T09:23:30-06:00","Jim McKeeth","News","News (232)","1"
"2013-08-19-how-delphi-and-c-are-more-alike-than-you-may-know.md","How Delphi and C# Are More Alike Than You May Know","2013-08-19T15:37:34-06:00","Jim McKeeth","","webinar (23)","1"
"2013-08-21-sneak-peek-of-delphi-xe5-android-datasnap.md","Sneak Peek of Delphi XE5: Android DataSnap","2013-08-21T02:09:52-06:00","Jim McKeeth","News","News (232)","1"
"2013-08-30-delphi-xe5-mobile-rest-client-demo.md","Delphi XE5 Mobile REST Client Demo","2013-08-30T05:25:38-06:00","Jim McKeeth","News","News (232)","1"
"2013-09-02-tips-for-solving-bugs.md","Tips for Solving Bugs","2013-09-02T10:57:09-06:00","Jim McKeeth","","Article (7)","1"
"2013-09-12-mobile-location-on-ios-and-android.md","Mobile Location on iOS and Android","2013-09-12T18:23:01-06:00","Jim McKeeth","","Source Code (33)","1"
"2013-09-13-gexperts-for-xe5-experimental-build.md","GExperts for XE5 Experimental Build","2013-09-13T21:03:19-06:00","Jim McKeeth","News","News (232)","1"
"2013-09-16-android-screen-view.md","Android Screen View","2013-09-16T12:24:50-06:00","Jim McKeeth","News","Delphi Projects (8), News (232), Source Code (33), Utility (1)","4"
"2013-09-17-debugging-against-a-remote-android-emulator.md","Debugging Against a Remote Android Emulator","2013-09-17T20:59:00-06:00","Jim McKeeth","News","Debugging (3), Mobile (32), News (232)","3"
"2013-09-17-monkeymixer-updated-for-delphi-xe5.md","MonkeyMixer updated for Delphi XE5","2013-09-17T06:44:52-06:00","Jim McKeeth","News","News (232)","1"
"2013-09-18-delphi-xe5-mobile-rest-client-demo-source.md","Delphi XE5 Mobile REST Client Demo Source","2013-09-18T06:17:39-06:00","Jim McKeeth","News","Delphi Projects (8), News (232), REST (7), Source Code (33)","4"
"2013-09-19-delphi-xe5-android-device-compatibility.md","Delphi XE5 Android Device Compatibility","2013-09-19T22:14:55-06:00","Jim McKeeth","News","Mobile (32), News (232)","2"
"2013-09-20-syscheck-for-xe5-compatibility.md","SysCheck for XE5 Compatibility","2013-09-20T22:27:25-06:00","Jim McKeeth","News","Mobile (32), News (232)","2"
"2013-09-23-android-fragmentation.md","Android Fragmentation","2013-09-23T08:14:39-06:00","Jim McKeeth","News","Mobile (32), News (232)","2"
"2013-09-24-delphi-xe5-android-wallpaper.md","Delphi XE5 Android Wallpaper","2013-09-24T17:55:07-06:00","Jim McKeeth","","Graphics (4)","1"
"2013-09-24-tms-pack-for-firemonkey-now-supports-xe5-and-android.md","TMS Pack for FireMonkey now supports XE5 and Android","2013-09-24T08:05:50-06:00","Jim McKeeth","","Components (5), iOS (26), Mobile (32)","3"
"2013-09-25-blackberry-is-still-ahead-of-microsoft.md","Blackberry is Still Ahead of Microsoft","2013-09-25T13:27:42-06:00","Jim McKeeth","","iOS (26), Mobile (32)","2"
"2013-09-30-new-embarcadero-mvps.md","New Embarcadero MVPs","2013-09-30T15:01:45-06:00","Jim McKeeth","","MVP (30)","1"
"2013-10-02-6-stages-of-debugging.md","6 Stages of Debugging","2013-10-02T20:18:25-06:00","Jim McKeeth","","Funny (5)","1"
"2013-10-02-delphi-xe5-android-uses-permissions.md","Delphi XE5 Android ?Uses Permissions?","2013-10-02T08:34:29-06:00","Jim McKeeth","News","News (232)","1"
"2013-10-03-coderage-8-is-coming.md","CodeRage 8 Is Coming!","2013-10-03T18:23:27-06:00","Jim McKeeth","","Conferences (15)","1"
"2013-10-15-fun-with-external-java-libraries-on-xe5-by-paul-foster.md","Fun with external Java libraries on XE5 by Paul Foster","2013-10-15T08:32:58-06:00","Jim McKeeth","News","News (232)","1"
"2013-10-15-reading-barcodes-with-xe5-preliminary-post.md","Reading Barcodes with XE5 ? Preliminary post","2013-10-15T09:20:55-06:00","Jim McKeeth","","iOS (26), Mobile (32)","2"
"2013-10-15-sending-a-url-to-another-app-on-android-and-ios-with-delphi-xe5.md","Sending a URL to Another App on Android and iOS with Delphi XE5","2013-10-15T13:32:44-06:00","Jim McKeeth","","Conferences (15), iOS (26), Mobile (32)","3"
"2013-10-17-things-i-learned-from-delphi-coderage-8.md","Things I Learned from Delphi CodeRage 8","2013-10-17T21:23:12-06:00","Jim McKeeth","","coderage (12), Conferences (15)","2"
"2013-10-18-wireless-android-debugging-with-delphi-xe5.md","Wireless Android Debugging with Delphi xE5","2013-10-18T11:37:31-06:00","Jim McKeeth","News","abd wireless (1), News (232)","2"
"2013-11-05-hello-google-glass-from-delphi-xe5.md","Hello Google Glass from Delphi XE5","2013-11-05T16:32:02-07:00","Jim McKeeth","News","Delphi Projects (8), Mobile (32), News (232)","3"
"2013-11-06-my-north-america-tour-stops.md","Stops on My North America Tour","2013-11-06T09:40:22-07:00","Jim McKeeth","News","Conferences (15), News (232)","2"
"2013-11-07-installing-and-running-android-apps-from-command-line.md","Installing and Running Android Apps From Command-Line","2013-11-07T09:19:00-07:00","Jim McKeeth","News","News (232)","1"
"2013-11-08-more-complete-supported-android-devies-list.md","More Complete Supported Android Devies List","2013-11-08T07:54:39-07:00","Jim McKeeth","News","News (232)","1"
"2013-11-18-8-tips-to-speed-up-your-android-arm-emulator-avd.md","8 Tips to Speed Up Your Android ARM Emulator (AVD)","2013-11-18T17:28:14-07:00","Jim McKeeth","News","Debugging (3), News (232)","2"
"2013-11-19-new-mvps-directory.md","New MVPs & Directory","2013-11-19T13:59:31-07:00","Jim McKeeth","","MVP (30)","1"
"2013-12-04-my-favorite-quote-from-the-xe5-tour.md","My Favorite Quote from the XE5 Tour","2013-12-04T23:51:25-07:00","Jim McKeeth","","iOS (26)","1"
"2013-12-16-a-tale-of-two-grids.md","A Tale of Two Grids","2013-12-16T18:52:06-07:00","Jim McKeeth","","iOS (26), Mobile (32)","2"
"2013-12-23-delphi-xe5-mobile-app-workshop.md","Delphi XE5 Mobile App Development Workshop","2013-12-23T17:45:23-07:00","Jim McKeeth","","MVP (30), webinar (23)","2"
"2013-12-31-firedac-is-recommended.md","FireDAC is the Recommended Database Access Library","2013-12-31T00:47:14-07:00","Jim McKeeth","News","iOS (26), Mobile (32), News (232), webinar (23)","4"
"2014-01-09-custom-android-adb-usb.md","Connecting to Any Android with ADB via USB","2014-01-09T14:21:09-07:00","Jim McKeeth","News","News (232)","1"
"2014-01-10-launching-a-delphi-xe5-app-via-voice-on-google-glass.md","Launching a Delphi XE5 App via Voice on Google Glass","2014-01-10T15:59:26-07:00","Jim McKeeth","News","Google Glass (1), News (232)","2"
"2014-01-14-skeuomorphic-no-more.md","Skeuomorphic No More?","2014-01-14T16:04:08-07:00","Jim McKeeth","","design (5), iOS (26), Mobile (32)","3"
"2014-01-16-buffering-sensor-data.md","Buffering Sensor Data","2014-01-16T15:33:41-07:00","Jim McKeeth","","iOS (26), Mobile (32), webinar (23)","3"
"2014-01-17-maximized-side-by-side-code-editing.md","Maximized Side-by-Side Code Editing","2014-01-17T12:12:04-07:00","Jim McKeeth","News","News (232)","1"
"2014-01-24-learning-from-digifort.md","Learning from Digifort","2014-01-24T13:20:00-07:00","Jim McKeeth","","Delphi Projects (8), iOS (26), Mobile (32)","3"
"2014-01-29-every-android-api-for-delphi.md","Every Android API for Delphi","2014-01-29T20:46:51-07:00","Jim McKeeth","","MVP (30), Source Code (33)","2"
"2014-02-01-connecting-to-the-parrot-ar-drone-2-0-from-delphi-xe5.md","Connecting to the Parrot AR.Drone 2.0 from Delphi XE5","2014-02-01T22:36:56-07:00","Jim McKeeth","","api (3), Brain Computer Interface (5), delphi (91), devices (8), gadgets (7), iOS (26), Mobile (32), parrot (1), quadricopter (1), xe5 (3)","10"
"2014-02-02-connecting-delphi-to-my-brain-with-the-emotiv-epoc.md","Connecting Delphi to my Brain with the Emotiv EPOC","2014-02-02T12:43:29-07:00","Jim McKeeth","","Brain Computer Interface (5), brain-computer-interface (1), delphi (91), devices (8), emotiv (1), gadgets (7), webinar (23)","7"
"2014-02-03-rest-and-the-kimono.md","REST and the Kimono","2014-02-03T20:35:03-07:00","Jim McKeeth","News","News (232), REST (7), TRESTClient (2)","3"
"2014-02-04-oh-yeah-the-ouya.md","Oh Yeah, the Ouya!","2014-02-04T22:50:31-07:00","Jim McKeeth","","android (3), api (3), delphi (91), Device (1), games (1), ouya (1), SDK (1), webinar (23), xe5 (3)","9"
"2014-02-05-xe5-rest-debugger-supercharged.md","XE5 REST Debugger Supercharged","2014-02-05T15:55:26-07:00","Jim McKeeth","News","Kimono (1), News (232), Source Code (33), xe5 (3)","4"
"2014-02-06-connecting-to-the-kinect-for-windows-with-delphi-xe5.md","Connecting to the Kinect for Windows with RAD Studio XE5","2014-02-06T23:08:29-07:00","Jim McKeeth","","3D (2), gadgets (7), Input (1), Kinect (1), Motion Capture (1)","5"
"2014-02-08-revisiting-google-glass.md","Revisiting Google Glass","2014-02-08T23:46:20-07:00","Jim McKeeth","","iOS (26), webinar (23)","2"
"2014-02-08-scanning-barcodes-with-rad-studio-xe5.md","Scanning Barcodes with RAD Studio XE5","2014-02-08T01:08:34-07:00","Jim McKeeth","","Components (5), iOS (26)","2"
"2014-02-09-delphi-unit-testing-tools.md","Delphi Unit Testing Tools","2014-02-09T20:56:58-07:00","Jim McKeeth","","Code Coverage (1), Delphi Mocks (1), DUnit (1), DUnitX (1), mock objects (1), unit test (1), unit testing (1), webinar (23)","8"
"2014-02-14-indispensable-delphi-libraries.md","Indispensable Delphi Libraries","2014-02-14T15:53:16-07:00","Jim McKeeth","","Components (5), libraries (1), omnithreadlibrary (2), open source (1)","4"
"2014-02-20-hidden-features-in-the-delphi-object-pascal-language.md","Hidden features in the Delphi Object Pascal language","2014-02-20T15:19:01-07:00","Jim McKeeth","","Commentary (4), delphi (91), object pascal (2), Programming Languages (2), stackoverflow (5)","5"
"2014-02-21-the-delphi-object-pascal-language.md","The Delphi Object Pascal Language","2014-02-21T12:02:11-07:00","Jim McKeeth","","Commentary (4), delphi (91), Language (1), object pascal (2), Pascal (1)","5"
"2014-02-24-coderage-c.md","CodeRage C++","2014-02-24T06:37:42-07:00","Jim McKeeth","","C++Builder (2), Conferences (15), delphi (91)","3"
"2014-03-03-setting-android-settings.md","Setting Android Settings","2014-03-03T14:53:59-07:00","Jim McKeeth","News","android (3), api (3), News (232), settings (1)","4"
"2014-04-04-thought-controlled-quadcopter.md","Thought Controlled Quadcopter","2014-04-04T11:47:52-06:00","Jim McKeeth","","Brain Computer Interface (5), Delphi Projects (8), gadgets (7)","3"
"2014-04-11-what-you-need-to-know-1.md","What You Need To Know #1","2014-04-11T10:42:47-06:00","Jim McKeeth","News","News (232)","1"
"2014-04-16-cbuilder-xe6-for-android-wallpaper.md","C++Builder XE6 for Android Wallpaper","2014-04-16T07:07:37-06:00","Jim McKeeth","News","Graphics (4), News (232)","2"
"2014-04-18-meet-me-in-chicago-d-c-for-a-first-look-at-xe6.md","Meet Me in Chicago & D.C./Baltimore for a First Look at XE6","2014-04-18T13:22:14-06:00","Jim McKeeth","News","Brain Computer Interface (5), Conferences (15), News (232)","3"
"2014-04-21-opengl-es-support-on-mobile-with-xe6.md","OpenGL ES Support on Mobile with XE6","2014-04-21T17:04:30-06:00","Jim McKeeth","","Graphics (4), iOS (26), Mobile (32), Source Code (33)","4"
"2014-05-05-bluetooth-remote-control-car.md","BlueTooth Remote Control Car","2014-05-05T05:56:04-06:00","Jim McKeeth","News","gadgets (7), Mobile (32), News (232)","3"
"2014-05-06-where-is-stringtojstring-and-strtonsstr-in-xe6.md","Where is StringToJString and StrToNSStr in XE6?","2014-05-06T07:38:27-06:00","Jim McKeeth","News","News (232)","1"
"2014-05-20-delphi-xe6-is-on-fire.md","Delphi XE6 is on Fire","2014-05-20T15:50:19-06:00","Jim McKeeth","News","News (232)","1"
"2014-05-21-parrot-ar-drone-2-0-delphi-component.md","Parrot AR.Drone 2.0 Delphi Component","2014-05-21T17:28:20-06:00","Jim McKeeth","","Components (5), gadgets (7), iOS (26), Source Code (33)","4"
"2014-05-22-delphi-sensors-on-windows-8-tablet.md","Delphi Sensors on Windows 8 Tablet","2014-05-22T09:26:47-06:00","Jim McKeeth","","devices (8)","1"
"2014-05-23-clone-from-github-in-delphi.md","Clone from GitHub in Delphi IDE","2014-05-23T04:39:48-06:00","Jim McKeeth","News","News (232)","1"
"2014-05-26-know-your-alignments.md","Know Your Alignments","2014-05-26T04:17:13-06:00","Jim McKeeth","","design (5)","1"
"2014-06-19-meet-me-in-philly-at-the-codecamp.md","Meet Me in Philly at the CodeCamp","2014-06-19T10:27:12-06:00","Jim McKeeth","","Brain Computer Interface (5), Conferences (15)","2"
"2014-07-01-integrate-cloud-services-with-the-restjson-client.md","Integrate Cloud Services with the REST/JSON Client","2014-07-01T09:58:55-06:00","Jim McKeeth","","webinar (23)","1"
"2014-07-08-custom-classes-dex.md","Android JNI Bridge and Custom Classes.dex","2014-07-08T00:34:22-06:00","Jim McKeeth","News","Mobile (32), MVP (30), News (232), Source Code (33), webinar (23)","5"
"2014-07-11-android-voice.md","Skill Sprint: Android Voice ? Speech Recognition and TTS","2014-07-11T11:19:16-06:00","Jim McKeeth","","Mobile (32), Source Code (33), webinar (23)","3"
"2014-07-22-mobile-summer-school-lesson-5-app-tethering-round-up.md","Mobile Summer School Lesson 5: App Tethering Round-Up","2014-07-22T09:57:11-06:00","Jim McKeeth","","Mobile (32), Source Code (33), webinar (23)","3"
"2014-07-24-mobile-summer-school-6-rest-baas.md","Mobile Summer School 6: REST & BaaS","2014-07-24T17:16:18-06:00","Jim McKeeth","","iOS (26), Mobile (32), Source Code (33), webinar (23)","4"
"2014-07-31-developer-skill-sprint-effectively-using-delphi-generics-with-ray-konopka.md","Developer Skill Sprint: Effectively Using Delphi Generics with Ray Konopka","2014-07-31T04:54:21-06:00","Jim McKeeth","","webinar (23)","1"
"2014-08-06-how-to-get-answers-to-your-questions.md","How to Get Answers to Your Questions","2014-08-06T19:47:31-06:00","Jim McKeeth","","Commentary (4)","1"
"2014-08-13-what-about-blackberry.md","What About Blackberry?","2014-08-13T11:08:03-06:00","Jim McKeeth","News","Mobile (32), News (232)","2"
"2014-09-17-the-fireui-multi-device-designer-in-rad-studio-xe7.md","The FireUI: Multi-Device Designer in RAD Studio XE7","2014-09-17T12:03:10-06:00","Jim McKeeth","","devices (8), iOS (26), Mobile (32)","3"
"2014-09-19-hello-moto-360-from-delphi-xe7.md","Hello Moto 360 from Delphi XE7","2014-09-19T10:40:04-06:00","Jim McKeeth","","Source Code (33)","1"
"2014-10-01-new-xe7-android-features.md","New XE7 Android Features Skill Sprint","2014-10-01T10:41:32-06:00","Jim McKeeth","News","Mobile (32), News (232), Video podCast (31)","3"
"2014-10-06-meet-me-in-sao-paulo-brazil-at-the-embarcadero-conference.md","Meet Me in S??o Paulo, Brazil at the Embarcadero Conference","2014-10-06T15:59:00-06:00","Jim McKeeth","News","News (232)","1"
"2014-10-28-fire-ui-and-the-multi-device-designer.md","Fire UI and the Multi-Device Designer","2014-10-28T08:18:36-06:00","Jim McKeeth","","design (5), Mobile (32)","2"
"2014-10-28-voice-enable-your-android-apps.md","Voice Enable Your Android Apps","2014-10-28T17:06:00-06:00","Jim McKeeth","News","Mobile (32), News (232)","2"
"2014-11-04-developing-on-the-samsung-gear-live-smart-watch.md","Developing on the Samsung Gear Live Smart Watch","2014-11-04T17:03:43-07:00","Jim McKeeth","News","devices (8), News (232)","2"
"2014-11-18-what-is-the-internet-of-things.md","What is the Internet of Things?","2014-11-18T16:17:01-07:00","Jim McKeeth","","Internet of Things (3)","1"
"2014-12-22-last-minute-christmas-shopping-ideas.md","Last Minute Christmas Shopping Ideas","2014-12-22T17:21:50-07:00","Jim McKeeth","News","News (232)","1"
"2014-12-29-mobile-push-notifications-without-a-baas.md","Mobile Push Notifications without a BaaS","2014-12-29T14:32:30-07:00","Jim McKeeth","","iOS (26), Mobile (32)","2"
"2015-01-05-tweet-delphi-code2014.md","Tweet Delphi #Code2014","2015-01-05T12:55:37-07:00","Jim McKeeth","News","News (232)","1"
"2015-01-07-episode-54-sarina-dupont.md","Episode 54 ? Sarina DuPont","2015-01-07T09:53:03-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-01-12-delphi-and-the-code2014-rankings.md","Delphi and the #Code2014 Rankings","2015-01-12T13:41:24-07:00","Jim McKeeth","News","News (232)","1"
"2015-01-20-run-outside-handler-making-a-non-blocking-call.md","Run Outside the Handler or Making a Non-Blocking Call","2015-01-20T16:31:09-07:00","Jim McKeeth","","Source Code (33)","1"
"2015-01-21-episode-55-interview-with-jt.md","Episode #55 ? Interview with JT","2015-01-21T13:33:52-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-01-22-radiant-shapes.md","Looking at Radiant Shapes","2015-01-22T15:30:20-07:00","Jim McKeeth","News","design (5), iOS (26), News (232)","3"
"2015-01-30-delphi-hackathon.md","Delphi Hackathon","2015-01-30T13:47:49-07:00","Jim McKeeth","News","News (232)","1"
"2015-02-03-parallel-for-loops.md","Parallel For Loops","2015-02-03T06:11:41-07:00","Jim McKeeth","","Architecture (4), iOS (26), Mobile (32), Source Code (33)","4"
"2015-02-04-interview-with-darren-kosinski.md","Interview with Darren Kosinski","2015-02-04T16:22:01-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-02-05-delphiweek-and-codebattles.md","DelphiWeek and CodeBattles","2015-02-05T22:53:04-07:00","Jim McKeeth","News","News (232)","1"
"2015-02-08-factorials-combinations-permutaions.md","Factorials, Combinations & Permutaions","2015-02-08T18:56:51-07:00","Jim McKeeth","","Source Code (33)","1"
"2015-02-10-deep-dive-into-futures-and-the-parallel-programming-library.md","Deep Dive into Futures and the Parallel Programming Library","2015-02-10T06:16:15-07:00","Jim McKeeth","","Source Code (33)","1"
"2015-02-19-code-monkey-in-delphi-code.md","Code Monkey in Delphi Code","2015-02-19T06:39:21-07:00","Jim McKeeth","","Funny (5), iOS (26), Source Code (33), Video podCast (31)","4"
"2015-03-11-brian-alexakis-and-virtual-reality.md","Brian Alexakis and Virtual Reality","2015-03-11T20:08:00-06:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-03-12-firedac-in-memory-dataset-tfdmemtable.md","FireDAC In-Memory DataSet: TFDMemTable","2015-03-12T05:00:32-06:00","Jim McKeeth","","Source Code (33), webinar (23)","2"
"2015-03-19-firedac-local-sql.md","FireDAC: Local SQL","2015-03-19T05:34:31-06:00","Jim McKeeth","","Source Code (33), webinar (23)","2"
"2015-03-25-an-interview-with-ray-konopka.md","An Interview with Ray Konopka","2015-03-25T17:49:42-06:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-04-09-cors-on-datasnap-rest-server.md","CORS on DataSnap REST Server","2015-04-09T09:04:50-06:00","Jim McKeeth","News","News (232), Source Code (33)","2"
"2015-05-03-mvp-tweets-of-the-week-april-26-2015.md","MVP Tweets of the Week ? April 26, 2015","2015-05-03T19:07:56-06:00","Jim McKeeth","","MVP (30)","1"
"2015-06-15-brain-computer-interface-demo-video.md","Brain Computer Interface Demo video","2015-06-15T10:00:40-06:00","Jim McKeeth","News","News (232)","1"
"2015-06-29-googles-project-brillo-weave-and-delphi.md","Google???s Project Brillo, Weave, and Delphi","2015-06-29T20:10:08-06:00","Jim McKeeth","News","devices (8), Internet of Things (3), News (232)","3"
"2015-08-07-adding-to-the-android-user-dictionary.md","Adding to the Android User Dictionary","2015-08-07T10:01:59-06:00","Jim McKeeth","News","News (232)","1"
"2015-08-13-conversation-with-allen-bauer-chief-scientist.md","Conversation with Allen Bauer, Chief Scientist","2015-08-13T14:32:11-06:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-09-01-rad-studio-10-seattle-early-bird-offer.md","RAD Studio 10 Seattle Early Bird Offer","2015-09-01T21:41:31-06:00","Jim McKeeth","News","News (232)","1"
"2015-09-03-minimalistic-android-service-with-delphi-10-seattle.md","Minimalistic Android Service with Delphi 10 Seattle","2015-09-03T07:32:48-06:00","Jim McKeeth","News","Android-Services (4), News (232)","2"
"2015-09-19-mongodb-firedac-c-sample.md","MongoDB FireDAC C++ Sample","2015-09-19T10:58:06-06:00","Jim McKeeth","","C# (2), DataBase (3), FireDAC (5), MongoDB (2)","4"
"2015-09-19-more-on-android-services-with-delphi-10-seattle.md","More on Android Services with Delphi 10 Seattle","2015-09-19T10:35:23-06:00","Jim McKeeth","","Android-Services (4), iOS (26), Mobile (32)","3"
"2015-09-23-export-trello-to-csv.md","Export Trello to CSV","2015-09-23T20:59:36-06:00","Jim McKeeth","News","DataBase (3), FireDAC (5), News (232), REST (7), TFDLocalSQL (1), Trello (1)","6"
"2015-09-24-another-android-background-services-video.md","Another Android Background Services Video","2015-09-24T14:30:51-06:00","Jim McKeeth","News","Android-Services (4), News (232)","2"
"2015-10-07-more-coding-in-delphi-in-more-formats.md","More Coding In Delphi in More Formats","2015-10-07T21:07:47-06:00","Jim McKeeth","News","News (232)","1"
"2015-10-15-new-delphi-seattle-mongodb-sample.md","New Delphi Seattle MongoDB Sample","2015-10-15T13:58:23-06:00","Jim McKeeth","","DataBase (3), MongoDB (2), Source Code (33)","3"
"2015-10-22-connecting-the-philips-hue-bridge-to-wi-fi.md","Connecting the Philips Hue Bridge to Wi-Fi","2015-10-22T10:28:56-06:00","Jim McKeeth","","gadgets (7), Phillips Hue (1)","2"
"2015-10-23-android-services-presentations-and-workarounds.md","Android Services Presentations and Workarounds","2015-10-23T08:27:35-06:00","Jim McKeeth","News","Android-Services (4), Conferences (15), News (232)","3"
"2015-10-23-t-shirts-from-brazil-delphi-conference.md","T-Shirts from Brazil Delphi Conference","2015-10-23T05:32:35-06:00","Jim McKeeth","","Conferences (15)","1"
"2015-10-27-delphi-and-rest-client-development.md","Delphi and REST Client Development","2015-10-27T15:14:44-06:00","Jim McKeeth","News","News (232), REST (7)","2"
"2015-10-29-rest-client-video-challenge.md","REST Client Video Challenge","2015-10-29T15:29:23-06:00","Jim McKeeth","News","iOS (26), Mobile (32), News (232)","3"
"2015-11-02-podcast-episode-60-victory-fernandes.md","Podcast Episode 60 ? Victory Fernandes","2015-11-02T16:54:15-07:00","Jim McKeeth","","Audio podCast (74), podcast (63)","2"
"2015-11-06-how-to-alias-a-procedure.md","How to Reference a Procedure","2015-11-06T10:33:34-07:00","Jim McKeeth","","Source Code (33)","1"
"2015-12-08-hour-of-codingame-with-object-pascal-delphi.md","Hour of CodinGame with Object Pascal / Delphi","2015-12-08T11:27:33-07:00","Jim McKeeth","","CodinGame (1), delphi (91), Education (1), hour of code (1), Learning (1), webinar (23)","6"
"2015-12-15-skill-sprint-using-firemonkey-layouts.md","Skill Sprint: Using FireMonkey Layouts","2015-12-15T05:42:31-07:00","Jim McKeeth","","FireMonkey (7), Layouts (1), Skill Sprint (1), webinar (23)","4"
"2015-12-21-what-are-mvps-saying-about-delphi-and-cbuilder-10-seattle.md","What MVPs Are Saying about Delphi and C++Builder 10 Seattle","2015-12-21T10:56:46-07:00","Jim McKeeth","","10Seattle (1), MVP (30)","2"
"2016-01-26-decompressing-the-trestresponse.md","Decompressing the TRESTResponse","2016-01-26T09:56:23-07:00","Jim McKeeth","News","compression (1), GZIP (1), JSON (1), News (232), REST (7), TIdCompressorZLib (1), TRESTClient (2), TRESTResponse (1)","8"
"2016-02-05-10-reasons-to-use-paserver-for-windows-deployment.md","10 Reasons to Use PAServer for Remote Windows Deployment","2016-02-05T15:37:48-07:00","Jim McKeeth","News","Debugging (3), deployment (1), News (232), PAClient (1), PAServer (1), Tablets (1), windows (1)","7"
"2016-02-08-the-year-of-the-firemonkey.md","The Year of the FireMonkey","2016-02-08T10:59:34-07:00","Jim McKeeth","News","FireMonkey (7), News (232)","2"
